case,w_hat,rho,delta_HU,rho_struct,s,verdict,violated,laa_ref,laa_rec,laa_thick,p15_ref_HU,p15_rec_HU,psnr
CT00000100_thin.npy,6.25,0.0,-15.14892652630806,0.3024463653564453,5.741,flagged,displacement,0.07752789556980133,0.0,0.0,-873.0000257492065,-869.3491816520691,27.616119384765625
CT00000101_thin.npy,6.25,0.0,-15.89265838265419,0.16377253830432892,6.052,flagged,displacement,0.00249486998654902,0.0,0.0,-879.9999952316284,-879.1782259941101,27.659198760986328
CT00000102_thin.npy,6.25,0.0,-15.4778016731143,0.3093705475330353,5.77,flagged,displacement,1.1328332424163818,0.38696998357772827,0.0,-921.999990940094,-923.4973192214966,28.05056381225586
CT00000103_thin.npy,6.25,0.0,-15.58242179453373,0.30981573462486267,5.298,flagged,displacement,0.2930331230163574,0.03052428551018238,0.0,-916.0000085830688,-917.4491763114929,28.86275291442871
CT00000104_thin.npy,6.25,0.0,-15.571835450828075,0.3038821220397949,5.021,flagged,displacement,0.13735425472259521,0.0012209266424179077,0.0,-904.9999713897705,-904.0915966033936,30.80237579345703
CT00000105_thin.npy,6.25,0.0,-15.720156952738762,0.29534536600112915,5.735,flagged,displacement,0.499587744474411,0.0812288150191307,0.0,-916.9999957084656,-920.0457334518433,27.833356857299805
CT00000106_thin.npy,6.25,0.0,-15.614045783877373,0.313131183385849,5.328,flagged,displacement,0.10009765625,0.0,0.0,-887.0000243186951,-882.6876878738403,28.500614166259766
CT00000107_thin.npy,6.25,0.0,-15.282364562153816,0.18097355961799622,5.929,flagged,displacement,1.3257447481155396,0.06536229699850082,0.0,-912.0000004768372,-907.4824452400208,27.728984832763672
CT00000108_thin.npy,6.25,0.0,-16.09637215733528,0.33617207407951355,6.106,flagged,displacement,0.3363037109375,0.03662109375,0.0,-906.000018119812,-905.1182270050049,26.729280471801758
CT00000109_thin.npy,6.25,0.0,-14.895514585077763,0.30303969979286194,5.866,flagged,displacement,0.1983642578125,0.0250244140625,0.0,-901.0000228881836,-903.2862186431885,27.167552947998047
CT00000110_thin.npy,6.25,0.0,-15.699049457907677,0.3744734227657318,6.426,flagged,displacement,0.0238037109375,0.0,0.0,-875.0,-871.0418939590454,25.62696075439453
CT00000111_thin.npy,6.25,0.0,-15.618795529007912,0.3256717622280121,6.016,flagged,displacement,0.010376609861850739,0.0,0.0,-853.9999723434448,-848.0381369590759,26.659500122070312
CT00000112_thin.npy,6.25,0.0,-15.965789556503296,0.3025776147842407,5.469,flagged,displacement,0.4359826147556305,0.004884959198534489,0.0,-908.9999794960022,-905.5072069168091,28.421117782592773
CT00000113_thin.npy,6.25,0.0,-15.899285674095154,0.3351398706436157,5.681,flagged,displacement,0.03174234926700592,0.0,0.0,-878.000020980835,-877.7346014976501,27.662790298461914
CT00000114_thin.npy,6.25,0.0,-15.265202149748802,0.2856273949146271,5.543,flagged,displacement,0.6144036650657654,0.0012214784510433674,0.0,-907.9999923706055,-903.9522409439087,28.079666137695312
CT00000115_thin.npy,6.25,0.0,-15.272301621735096,0.3655395209789276,5.229,flagged,displacement,1.0162353515625,0.0054931640625,0.0,-913.9999747276306,-905.9115052223206,28.52707862854004
CT00000116_thin.npy,6.25,0.0,-15.956439077854156,0.34443098306655884,5.584,flagged,displacement,0.5694580078125,0.0048828125,0.0,-912.0000004768372,-909.6402525901794,27.555355072021484
CT00000117_thin.npy,6.25,0.0,-14.714347198605537,0.2542877495288849,5.53,flagged,displacement,0.5780029296875,0.001220703125,0.0,-897.0000147819519,-896.1541056632996,29.206336975097656
CT00000118_thin.npy,6.25,0.0,-15.683665871620178,0.308824360370636,6.434,flagged,displacement,0.0,0.0,0.0,-818.0000185966492,-811.8610382080078,25.725557327270508
CT00000119_thin.npy,6.25,0.0,-15.481699258089066,0.28368642926216125,5.617,flagged,displacement,0.03173866868019104,0.0,0.0,-824.999988079071,-819.0059065818787,28.95216178894043
CT00000120_thin.npy,6.25,0.0,-15.708418563008308,0.300354927778244,5.724,flagged,displacement,0.5144246816635132,0.04398880898952484,0.0,-912.9999876022339,-912.1761918067932,26.948835372924805
CT00000121_thin.npy,6.25,0.0,-15.341869555413723,0.29452091455459595,5.874,flagged,displacement,0.08061068505048752,0.0,0.0,-871.999979019165,-867.379903793335,26.601526260375977
CT00000122_thin.npy,6.25,0.0,-14.631266705691814,0.34824392199516296,5.776,flagged,displacement,1.0089111328125,0.2215576171875,0.0,-920.0000166893005,-919.6171760559082,27.42635726928711
CT00000123_thin.npy,6.25,0.0,-15.303484164178371,0.11912830173969269,6.24,flagged,displacement,0.11810671538114548,0.0,0.0,-892.0000195503235,-893.611490726471,27.8971004486084
CT00000124_thin.npy,6.25,0.0,-15.134470537304878,0.32540518045425415,5.542,flagged,displacement,2.459947347640991,0.3309236466884613,0.0,-929.0000200271606,-927.7352094650269,27.914106369018555
CT00000125_thin.npy,6.25,0.0,-15.272146090865135,0.3213549554347992,5.365,flagged,displacement,0.2783203125,0.0238037109375,0.0,-903.9999842643738,-907.0068001747131,30.217979431152344
CT00000126_thin.npy,6.25,0.0,-15.430985018610954,0.17275016009807587,6.107,flagged,displacement,3.591671943664551,0.8988471627235413,0.0,-930.9999942779541,-931.0485124588013,27.122241973876953
