case,lung_voxels,psnr,ssim,lung_psnr,lung_ssim,laa950_ref,laa950_rec,laa910_ref,laa910_rec,p15_ref,p15_rec,p10_ref,p10_rec,laa950_ref_UL_L,laa950_rec_UL_L,laa950_ref_LL_L,laa950_rec_LL_L,laa950_ref_UL_R,laa950_rec_UL_R,laa950_ref_ML_R,laa950_rec_ML_R,laa950_ref_LL_R,laa950_rec_LL_R
CT00000100,6938630,28.16921224226362,0.6951184272766113,26.8521741827493,0.7231159210205078,0.4116806983947754,0.24023474752902985,2.760847568511963,1.3788889646530151,-873.0000257492065,-874.2009401321411,-884.0000033378601,-882.510781288147,0.38757383823394775,0.22664175927639008,0.8430002927780151,0.6636964082717896,0.11960921436548233,0.0368337444961071,0.07002589106559753,0.0005037834052927792,0.28632572293281555,0.023195121437311172
CT00000101,6584511,28.317394197766056,0.7478237748146057,27.398689311515408,0.7506621479988098,0.11830794811248779,0.0739462673664093,1.7436527013778687,1.3898526430130005,-879.0000081062317,-883.3924531936646,-885.9999775886536,-888.9886736869812,0.09775461256504059,0.044914282858371735,0.18965624272823334,0.12109170854091644,0.073343925178051,0.03030262142419815,0.4561958312988281,0.600324809551239,0.06119461730122566,0.02120949700474739
CT00000102,8020076,28.52428434406572,0.7495688199996948,27.922417745698887,0.763486385345459,1.0467232465744019,0.7739702463150024,16.31847381591797,23.75423812866211,-912.0000004768372,-917.3943996429443,-919.0000295639038,-922.6313829421997,0.6141790151596069,0.4706059992313385,1.4567208290100098,1.1211881637573242,0.6189557909965515,0.3967698812484741,1.5894629955291748,1.6030372381210327,1.2840864658355713,0.8744010329246521
CT00000103,9087718,28.232972080788507,0.7458774447441101,27.60274139516037,0.7613881230354309,0.5295058488845825,0.37639811635017395,12.26020622253418,18.90896987915039,-907.0000052452087,-913.9962196350098,-913.9999747276306,-919.7285175323486,0.5566456317901611,0.38260892033576965,0.639686644077301,0.4910363256931305,0.37213823199272156,0.23646436631679535,0.3932451903820038,0.11240841448307037,0.6109589338302612,0.5396962761878967
CT00000104,9818365,28.625628199737797,0.7255926728248596,27.99701630464188,0.7774797677993774,0.605070173740387,0.29307323694229126,9.706351280212402,13.439416885375977,-902.999997138977,-908.6529612541199,-910.0000262260437,-913.3304357528687,0.8097783923149109,0.4819086790084839,0.42488136887550354,0.12024243175983429,0.48914048075675964,0.11189796775579453,0.6083411574363708,0.36697840690612793,0.7514942288398743,0.5025888085365295
CT00000105,12045695,28.62851812849677,0.7313815355300903,27.915026473642794,0.7535468935966492,0.9783910512924194,0.6853817701339722,13.904054641723633,21.933204650878906,-908.9999794960022,-917.195737361908,-916.9999957084656,-923.2874512672424,0.42997902631759644,0.2480982393026352,1.2296572923660278,0.7972458004951477,0.3757845461368561,0.1675242930650711,1.3067108392715454,1.2767505645751953,1.7207494974136353,1.3388675451278687
CT00000106,8282401,28.19669538604461,0.6683021783828735,26.34170252032634,0.7082645297050476,0.34171250462532043,0.1778469830751419,3.032128095626831,2.29392409324646,-875.0,-878.698468208313,-885.9999775886536,-886.8558406829834,0.18294917047023773,0.07962322980165482,0.6823477745056152,0.4290377199649811,0.13222260773181915,0.06395754218101501,0.27995118498802185,0.0003120971960015595,0.15251195430755615,0.019616922363638878
CT00000107,9939879,28.153833849242332,0.7117575407028198,27.058865574531037,0.7317812442779541,1.0461797714233398,0.6374021172523499,9.006306648254395,10.96803092956543,-899.9999761581421,-904.9323201179504,-907.9999923706055,-911.3596677780151,0.6036050319671631,0.319719135761261,1.7350367307662964,1.5385340452194214,0.6509368419647217,0.1654895544052124,0.3759426176548004,0.0810062438249588,1.113537073135376,0.4017557203769684
CT00000108,10109745,29.135213375868688,0.7325307130813599,28.053695499465885,0.7663459181785583,0.9694111943244934,0.5427832007408142,11.803028106689453,15.962638854980469,-906.000018119812,-911.0943078994751,-913.9999747276306,-917.2135591506958,0.5569319725036621,0.19438903033733368,1.5762038230895996,1.1884199380874634,0.3266132175922394,0.13343502581119537,2.084287643432617,0.8465766906738281,1.1947096586227417,0.5019380450248718
CT00000109,9802588,28.730462399899427,0.742657482624054,28.061665042779815,0.7721850275993347,0.7249820232391357,0.6784228682518005,7.983351230621338,11.614667892456055,-897.0000147819519,-904.984712600708,-906.000018119812,-912.6530885696411,0.37643030285835266,0.254786878824234,1.3778434991836548,1.4987249374389648,0.2846318781375885,0.15494093298912048,0.9408643245697021,0.9464345574378967,0.7575316429138184,0.674401581287384
CT00000110,7408080,28.321441991484217,0.6863052845001221,26.6797411454213,0.7005871534347534,0.3651418387889862,0.2518061399459839,1.718353509902954,0.57840895652771,-859.000027179718,-859.0762615203857,-871.999979019165,-868.2032227516174,0.3098960518836975,0.22076694667339325,0.6648805737495422,0.5933067798614502,0.13425114750862122,0.03548656776547432,0.071602463722229,0.023867487907409668,0.24253322184085846,0.041020192205905914
CT00000111,7883004,28.65294509537332,0.693880558013916,26.573230687775386,0.714158833026886,0.2936190366744995,0.14666996896266937,1.0840791463851929,0.2648482620716095,-847.9999899864197,-846.9322323799133,-859.000027179718,-855.0310730934143,0.308300644159317,0.16766700148582458,0.45601212978363037,0.31302374601364136,0.10710040479898453,0.035038042813539505,0.12808078527450562,0.014313459396362305,0.249929741024971,0.03866536542773247
CT00000112,11955879,28.55033776352812,0.7080225348472595,27.392978777223036,0.7268975973129272,1.282297968864441,0.4824237525463104,15.212549209594727,17.617984771728516,-911.0000133514404,-912.0993614196777,-917.9999828338623,-916.715145111084,0.9218447804450989,0.1592792123556137,2.16876482963562,1.3693753480911255,0.7676349878311157,0.08485307544469833,0.9499995112419128,0.2914712429046631,1.2743284702301025,0.28737983107566833
CT00000113,8364186,28.50594286448926,0.71231609582901,26.95898761236802,0.7353615164756775,0.4212245047092438,0.3205093741416931,2.835111618041992,2.4464783668518066,-874.0000128746033,-878.7086606025696,-884.9999904632568,-887.31849193573,0.3360847234725952,0.2405206859111786,0.8768792748451233,0.822313129901886,0.13154162466526031,0.05324442312121391,0.3528333008289337,0.06794701516628265,0.23003070056438446,0.056595705449581146
CT00000114,12276109,28.621185758727506,0.7314234375953674,27.55192937195097,0.7388229966163635,1.449791669845581,0.5814871788024902,14.652427673339844,18.350814819335938,-910.0000262260437,-913.6533737182617,-919.0000295639038,-919.7600483894348,0.7961705923080444,0.30275601148605347,2.0369925498962402,1.0246717929840088,0.5952351093292236,0.13952703773975372,1.6088205575942993,1.0407891273498535,2.001460075378418,0.6043643951416016
CT00000115,10475359,28.035477280904,0.6723790168762207,26.831390545869148,0.7113940715789795,2.677731513977051,0.9685778021812439,18.78697395324707,22.05065155029297,-916.0000085830688,-917.2032475471497,-925.9999990463257,-923.5283732414246,0.8584865927696228,0.2157742977142334,4.015041828155518,1.7170617580413818,1.3856275081634521,0.1989748179912567,2.9641518592834473,1.2606678009033203,4.052051544189453,1.4768636226654053
