case,w_hat,rho,delta_HU,rho_struct,s,verdict,violated,laa_ref,laa_rec,laa_thick,p15_ref_HU,p15_rec_HU,psnr
CT00000000.npy,9.0,0.0,0.08233760308939964,0.17266768217086792,,flagged,structural,0.20263993740081787,0.20263993740081787,0.0,-893.999993801117,-893.999993801117,86.02059936523438
CT00000001.npy,9.0,0.0,0.004641746272682212,0.16051267087459564,,flagged,structural,3.8939051628112793,3.8939051628112793,0.029338598251342773,-931.9999814033508,-931.9999814033508,86.02059936523438
CT00000003.npy,9.0,0.0,-0.05797646736027673,0.06168275699019432,,certified,,0.5001754760742188,0.5001754760742188,0.0,-906.000018119812,-906.000018119812,86.02059936523438
CT00000004.npy,9.0,0.0,-0.2128568448824808,0.18469056487083435,,flagged,structural,1.7059155702590942,1.7059155702590942,0.0,-920.0000166893005,-920.0000166893005,86.02059936523438
CT00000005.npy,9.0,0.0,0.027424335712566972,0.15474247932434082,,flagged,structural,4.06124210357666,4.06124210357666,0.06047869846224785,-935.0000023841858,-935.0000023841858,86.02059936523438
CT00000006.npy,9.0,0.0,0.09657213377067819,0.06370583176612854,,certified,,0.1370140016078949,0.1370140016078949,0.0,-866.9999837875366,-866.9999837875366,86.02059936523438
CT00000007.npy,9.0,0.0,0.00962727062869817,0.1576211005449295,,flagged,structural,0.5638793110847473,0.5638793110847473,0.0,-907.0000052452087,-907.0000052452087,86.02059936523438
CT00000008.npy,9.0,0.0,-0.03913034015567973,0.16450181603431702,,flagged,structural,0.026141025125980377,0.026141025125980377,0.0,-882.0000290870667,-882.0000290870667,86.02059936523438
CT00000009.npy,9.0,0.0,-0.14721605111844838,0.1499246507883072,,certified,,2.6348471641540527,2.6348471641540527,0.004275514278560877,-921.0000038146973,-921.0000038146973,86.02059936523438
CT00000010.npy,9.0,0.0,-0.07826100045349449,0.14330331981182098,,certified,,0.12700249254703522,0.12700249254703522,0.0,-893.0000066757202,-893.0000066757202,86.02059936523438
CT00000011.npy,9.0,0.0,-0.18466093752067536,0.1801205426454544,,flagged,structural,0.6292112469673157,0.6292112469673157,0.0,-915.0000214576721,-915.0000214576721,86.02059936523438
CT00000012.npy,9.0,0.0,0.19342091400176287,0.12886400520801544,,certified,,0.0038009565323591232,0.0038009565323591232,0.0,-879.9999952316284,-879.9999952316284,86.02059936523438
CT00000013.npy,9.0,0.0,-0.0038416437746491283,0.1311129480600357,,certified,,0.37546229362487793,0.37546229362487793,0.0,-912.0000004768372,-912.0000004768372,86.02059936523438
CT00000014.npy,9.0,0.0,-0.037842859455849975,0.1320728361606598,,certified,,0.6169930696487427,0.6169930696487427,0.0,-907.9999923706055,-907.9999923706055,86.02059936523438
CT00000015.npy,9.0,0.0,-0.015816796803846955,0.16246263682842255,,flagged,structural,1.6121619939804077,1.6121619939804077,0.0,-921.0000038146973,-921.0000038146973,86.02059936523438
CT00000016.npy,9.0,0.0,-0.13261915592011064,0.04461346194148064,,certified,,15.62746810913086,15.62746810913086,1.671737551689148,-950.9999752044678,-950.9999752044678,86.02059936523438
CT00000017.npy,9.0,0.0,-0.13428406964521855,0.16830146312713623,,flagged,structural,0.18495836853981018,0.18495836853981018,0.0,-910.0000262260437,-910.0000262260437,86.02059936523438
CT00000019.npy,9.0,0.0,-0.04027025352115743,0.13691584765911102,,certified,,5.540153980255127,5.540153980255127,0.1236426830291748,-939.0000104904175,-939.0000104904175,86.02059936523438
CT00000020.npy,9.0,0.0,-0.1807975786505267,0.06436734646558762,,certified,,0.3279116153717041,0.3279116153717041,0.003233587834984064,-925.9999990463257,-925.9999990463257,86.02059936523438
CT00000022.npy,9.0,0.0,-0.19004149362444878,0.26495790481567383,,flagged,structural,0.03802211582660675,0.03802211582660675,0.0,-912.9999876022339,-912.9999876022339,86.02059936523438
CT00000023.npy,9.0,0.0,0.4236607637722045,0.08653966337442398,,certified,,0.08227506279945374,0.08227506279945374,0.002472004620358348,-919.0000295639038,-919.0000295639038,86.02059936523438
CT00000026.npy,9.0,0.0,-0.10531813313718885,0.17998579144477844,,flagged,structural,2.240830659866333,2.240830659866333,0.04883527755737305,-931.9999814033508,-931.9999814033508,86.02059936523438
CT00000028.npy,9.0,0.0,0.07074922905303538,0.11609018594026566,,certified,,1.2879220247268677,1.2879220247268677,0.0,-912.0000004768372,-912.0000004768372,86.02059936523438
CT00000029.npy,9.0,0.0,0.15598119352944195,0.1330963522195816,,certified,,0.1568877398967743,0.1568877398967743,0.0,-889.9999856948853,-889.9999856948853,86.02059936523438
CT00000030.npy,9.0,0.0,-0.030901988793630153,0.18267038464546204,,flagged,structural,2.7815463542938232,2.7815463542938232,0.002441495656967163,-922.9999780654907,-922.9999780654907,86.02059936523438
CT00000031.npy,9.0,0.0,-0.08996509859571233,0.08994492143392563,,certified,,1.0641101598739624,1.0641101598739624,0.0,-912.0000004768372,-912.0000004768372,86.02059936523438
CT00000032.npy,9.0,0.0,-0.10238878894597292,0.07407630234956741,,certified,,0.3411039710044861,0.3411039710044861,0.0,-889.9999856948853,-889.9999856948853,86.02059936523438
CT00000034.npy,9.0,0.0,-0.07059352356009185,0.16608771681785583,,flagged,structural,0.11674045771360397,0.11674045771360397,0.0,-913.9999747276306,-913.9999747276306,86.02059936523438
CT00000035.npy,9.0,0.0,0.2033928903983906,0.10708636790513992,,certified,,0.4568597376346588,0.4568597376346588,0.0,-912.9999876022339,-912.9999876022339,86.02059936523438
CT00000036.npy,9.0,0.0,0.13697239046450704,0.14479486644268036,,certified,,0.06347823143005371,0.06347823143005371,0.0,-894.9999809265137,-894.9999809265137,86.02059936523438
