case,w_hat,rho,delta_HU,rho_struct,s,verdict,violated,laa_ref,laa_rec,laa_thick,p15_ref_HU,p15_rec_HU,psnr
CT00000100_thin.npy,6.25,0.0,-17.147541046142578,0.30244719982147217,5.739,flagged,displacement,0.07923584431409836,0.0,0.0,-874.0000128746033,-871.4333772659302,27.574554443359375
CT00000101_thin.npy,6.25,0.0,-18.203599378466606,0.16378314793109894,6.051,flagged,displacement,0.0025419259909540415,0.0018835465889424086,0.0,-879.9999952316284,-881.2460899353027,27.62588119506836
CT00000102_thin.npy,6.25,0.0,-16.846884042024612,0.3097247779369354,5.768,flagged,displacement,1.1524569988250732,0.5460520386695862,0.0,-921.999990940094,-925.570547580719,28.004009246826172
CT00000103_thin.npy,6.25,0.0,-17.230816185474396,0.31009626388549805,5.297,flagged,displacement,0.29682397842407227,0.04276794195175171,0.0,-916.0000085830688,-919.4583892822266,28.801891326904297
CT00000104_thin.npy,6.25,0.0,-17.683031037449837,0.3037950098514557,5.02,flagged,displacement,0.13832789659500122,0.0018325758865103126,0.0,-904.9999713897705,-906.0951471328735,30.71166229248047
CT00000105_thin.npy,6.25,0.0,-17.678450793027878,0.29535311460494995,5.734,flagged,displacement,0.5075071454048157,0.10539861768484116,0.0,-916.9999957084656,-922.0713973045349,27.78683853149414
CT00000106_thin.npy,6.25,0.0,-17.743205651640892,0.31308475136756897,5.328,flagged,displacement,0.10165247321128845,0.0,0.0,-887.0000243186951,-884.7049474716187,28.442703247070312
CT00000107_thin.npy,6.25,0.0,-17.21426472067833,0.1809939593076706,5.928,flagged,displacement,1.3520312309265137,0.08277475833892822,0.0,-912.0000004768372,-909.5764756202698,27.689022064208984
CT00000108_thin.npy,6.25,0.0,-18.41587759554386,0.3362220227718353,6.103,flagged,displacement,0.34505000710487366,0.04929234832525253,0.0,-906.000018119812,-907.2238802909851,26.69304084777832
CT00000109_thin.npy,6.25,0.0,-17.508311197161674,0.302747905254364,5.865,flagged,displacement,0.20297656953334808,0.03815290704369545,0.0,-901.0000228881836,-905.398428440094,27.12423324584961
CT00000110_thin.npy,6.25,0.0,-17.818983644247055,0.3744659423828125,6.423,flagged,displacement,0.024770868942141533,0.0,0.0,-875.9999871253967,-873.2433915138245,25.59658432006836
CT00000111_thin.npy,6.25,0.0,-17.384374514222145,0.3257295489311218,6.013,flagged,displacement,0.010726770386099815,0.0,0.0,-853.9999723434448,-850.2423763275146,26.625593185424805
CT00000112_thin.npy,6.25,0.0,-17.564086243510246,0.3026600480079651,5.469,flagged,displacement,0.4424559473991394,0.006124673876911402,0.0,-908.9999794960022,-907.5379967689514,28.367250442504883
CT00000113_thin.npy,6.25,0.0,-16.44805818796158,0.33608347177505493,5.68,flagged,displacement,0.03235359862446785,0.001840174663811922,0.0,-879.0000081062317,-879.8089623451233,27.61831283569336
CT00000114_thin.npy,6.25,0.0,-17.62143149971962,0.2854609489440918,5.542,flagged,displacement,0.6254040598869324,0.0024507101625204086,0.0,-907.9999923706055,-905.9843420982361,28.025814056396484
CT00000115_thin.npy,6.25,0.0,-17.19045452773571,0.36563944816589355,5.228,flagged,displacement,1.0273972749710083,0.006717967335134745,0.0,-913.9999747276306,-907.916247844696,28.472293853759766
CT00000116_thin.npy,6.25,0.0,-18.12867820262909,0.3444485366344452,5.583,flagged,displacement,0.580137312412262,0.009794139303267002,0.0,-912.0000004768372,-911.6641879081726,27.5052433013916
CT00000117_thin.npy,6.25,0.0,-17.197899520397186,0.25384464859962463,5.529,flagged,displacement,0.5883083939552307,0.002455886220559478,0.0,-897.0000147819519,-898.2434868812561,29.132890701293945
CT00000118_thin.npy,6.25,0.0,-16.330823302268982,0.3093160092830658,6.43,flagged,displacement,0.0,0.0,0.0,-819.0000057220459,-814.4281506538391,25.695316314697266
CT00000119_thin.npy,6.25,0.0,-15.431337058544159,0.28654706478118896,5.615,flagged,displacement,0.03258063644170761,0.0,0.0,-825.9999752044678,-821.0994601249695,28.894142150878906
CT00000120_thin.npy,6.25,0.0,-18.11114139854908,0.30034777522087097,5.722,flagged,displacement,0.5249638557434082,0.05941297486424446,0.0,-912.9999876022339,-914.2025113105774,26.909997940063477
CT00000121_thin.npy,6.25,0.0,-17.21319369971752,0.2945755422115326,5.873,flagged,displacement,0.08311714231967926,0.0,0.0,-873.0000257492065,-869.5202469825745,26.564151763916016
CT00000122_thin.npy,6.25,0.0,-16.32307656109333,0.34859025478363037,5.776,flagged,displacement,1.026032567024231,0.30093953013420105,0.0,-921.0000038146973,-921.634316444397,27.39670753479004
CT00000123_thin.npy,6.25,0.0,-16.713038086891174,0.11926659196615219,6.239,flagged,displacement,0.12007295340299606,0.001285818056203425,0.0,-893.0000066757202,-895.6839442253113,27.855703353881836
CT00000124_thin.npy,6.25,0.0,-16.93148724734783,0.32559236884117126,5.541,flagged,displacement,2.493532419204712,0.43256935477256775,0.0,-929.0000200271606,-929.7475814819336,27.866466522216797
