case,lung_voxels,psnr,ssim,lung_psnr,lung_ssim,laa950_ref,laa950_rec,laa910_ref,laa910_rec,p15_ref,p15_rec,p10_ref,p10_rec,laa950_ref_UL_L,laa950_rec_UL_L,laa950_ref_LL_L,laa950_rec_LL_L,laa950_ref_UL_R,laa950_rec_UL_R,laa950_ref_ML_R,laa950_rec_ML_R,laa950_ref_LL_R,laa950_rec_LL_R
CT00000100,6938648,28.432130511221153,0.6786332726478577,25.826693907560028,0.6634089946746826,0.41167962551116943,0.4466288089752197,2.760854959487915,2.223891496658325,-873.0000257492065,-865.6456470489502,-884.0000033378601,-876.5143752098083,0.38757383823394775,0.289179265499115,0.8430002927780151,1.0120534896850586,0.11960776895284653,0.08317629247903824,0.07002589106559753,0.15264637768268585,0.28632572293281555,0.377066433429718
CT00000101,6584511,29.279405652731356,0.7296100854873657,26.666724489077463,0.6872277855873108,0.11830794811248779,0.3333580791950226,1.7436527013778687,2.7403857707977295,-879.0000081062317,-875.8279085159302,-885.9999775886536,-884.9356174468994,0.09775461256504059,0.2613394856452942,0.18965624272823334,0.36756041646003723,0.073343925178051,0.24332168698310852,0.4561958312988281,1.641114592552185,0.06119461730122566,0.2711338698863983
CT00000102,8020076,29.18027167803894,0.726706862449646,27.206061495759396,0.7029650211334229,1.0467232465744019,1.5816309452056885,16.31847381591797,13.806153297424316,-912.0000004768372,-908.2028269767761,-919.0000295639038,-916.5952205657959,0.6141790151596069,1.2263858318328857,1.4567208290100098,2.10074520111084,0.6189557909965515,0.8664465546607971,1.5894629955291748,2.067107915878296,1.2840864658355713,1.8416718244552612
CT00000103,9087718,29.05186438279194,0.7304196357727051,27.125790753528012,0.6993179321289062,0.5295058488845825,1.0296313762664795,12.26020622253418,10.955368041992188,-907.0000052452087,-903.2881855964661,-913.9999747276306,-911.8129014968872,0.5566456317901611,0.9821422100067139,0.639686644077301,1.2933803796768188,0.37213823199272156,0.8840054273605347,0.3932451903820038,0.36646372079849243,0.6109589338302612,1.2909879684448242
CT00000104,9818365,29.26861795982294,0.7204933166503906,27.39133249956703,0.7116401791572571,0.605070173740387,0.8345381617546082,9.706351280212402,8.864907264709473,-902.999997138977,-899.8069167137146,-910.0000262260437,-907.785177230835,0.8097783923149109,1.0258394479751587,0.42488136887550354,0.8034870624542236,0.48914048075675964,0.6022188067436218,0.6083411574363708,0.6867356300354004,0.7514942288398743,1.0143541097640991
CT00000105,12045713,29.086726823748506,0.72232985496521,27.158050172871825,0.6897649168968201,0.9783895611763,1.3372392654418945,13.904033660888672,12.663973808288574,-908.9999794960022,-906.2010645866394,-916.9999957084656,-914.942741394043,0.42997902631759644,0.7471098899841309,1.2296496629714966,1.584669828414917,0.3757845461368561,0.6732991337776184,1.3067108392715454,2.1480391025543213,1.7207494974136353,2.102374315261841
CT00000106,8284255,28.494467111126337,0.6673495173454285,25.512768138992875,0.6526139378547668,0.34166017174720764,0.36743196845054626,3.031618356704712,2.6221187114715576,-875.0,-869.4584369659424,-885.9999775886536,-880.4455995559692,0.18292252719402313,0.17645354568958282,0.6823477745056152,0.7547271847724915,0.13216468691825867,0.08321134001016617,0.27995118498802185,0.06990977376699448,0.15251195430755615,0.22126734256744385
CT00000107,9939879,28.722937063896,0.7018644213676453,26.39721089454238,0.6734131574630737,1.0461797714233398,1.128806471824646,9.006306648254395,7.878506183624268,-899.9999761581421,-895.6401348114014,-907.9999923706055,-904.9673080444336,0.6036050319671631,0.6177375316619873,1.7350367307662964,1.8496043682098389,0.6509368419647217,0.48286062479019165,0.3759426176548004,0.6833981275558472,1.113537073135376,1.3788293600082397
